Name,ID,Category,Color,Attribute,Life,Power,Counter,Cost,Ability Text,Type
Kalgara,OP08-098,Leader,Yellow,Slash,5,5000,,null,"[DON!! x1] [When Attacking] Play up to 1{Shandian Warrior}type Character card from your hand with a cost equal to or less than the number of DON!! cards on your field. If you do, add 1 card from the top of your Life cards to your hand.",Jaya/Sky Island/Shandian Warrior
Kalgara,OP08-099,Character,Yellow,Slash,null,8000,+1000 Counter,6,null,Jaya/Sky Island/Shandian Warrior
South Bird,OP08-100,Character,Yellow,Wisdom,null,2000,+1000 Counter,1,"[On Play] Look at 7 cards from the top of your deck and play up to 1 [Upper Yard]. Then, place the rest at the bottom of your deck in any order.",Animal/Jaya/Sky Island
Charlotte Angel,OP08-101,Character,Yellow,Slash,null,3000,+1000 Counter,2,"[Activate: Main] [Once Per Turn] You may trash 1 card from the top of your Life cards: If your Leader has the{Big Mom Pirates}type, add 1 card from the top of your deck to the top of your Life cards at the end of this turn.",Big Mom Pirates
Charlotte Opera,OP08-102,Character,Yellow,Special,null,6000,+1000 Counter,6,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than your number of Life cards.,Big Mom Pirates
Charlotte Custard,OP08-103,Character,Yellow,Slash,null,3000,+1000 Counter,2,[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: Up to 1 of your Characters gains +1000 power until the end of your opponent's next turn.,Big Mom Pirates
Charlotte Poire,OP08-104,Character,Yellow,Wisdom,null,2000,+1000 Counter,1,"[Trigger] You may trash 1 card from your hand: Play this card. Then, draw 1 card.",Big Mom Pirates
Jewelry Bonney,OP08-105,Character,Yellow,Special,null,4000,+1000 Counter,3,"[DON!! x1] [Your Turn] [Once Per Turn] When a card is removed from your opponent's Life cards, draw 2 cards and trash 1 card from your hand.[Trigger] Draw 2 cards and trash 1 card from your hand.",Egghead/Bonney Pirates
Nami,OP08-106,Character,Yellow,Special,null,5000,+1000 Counter,5,"[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. Then, if you have 3 or less cards in your hand, draw 1 card.[Trigger] Activate this card's [On Play] effect.",Egghead/Straw Hat Crew
Nitro,OP08-107,Character,Yellow,Special,null,2000,+1000 Counter,1,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Pudding] cards gains +2000 power during this turn.,Big Mom Pirates/Homies
Mont Blanc Cricket,OP08-108,Character,Yellow,Strike,null,6000,+1000 Counter,4,null,Jaya/Monkey Mountain Alliance
Mont Blanc Noland,OP08-109,Character,Yellow,Slash,null,6000,+1000 Counter,5,"[On Play] If your Leader has the{Shandian Warrior}type and you have a [Kalgara] Character, add up to 1 card from the top of your deck to the top of your Life cards.",Jaya/Botanist
Wyper,OP08-110,Character,Yellow,Ranged,null,5000,+2000 Counter,4,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Upper Yard] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Upper Yard] from your hand.",Sky Island/Shandian Warrior
S-Shark,OP08-111,Character,Yellow,Special,null,5000,+1000 Counter,4,"[DON!! x1] [When Attacking] Your opponent cannot activate [Blocker] during this battle.[Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card.",Egghead/Seraphim
S-Snake,OP08-112,Character,Yellow,Special,null,6000,+1000 Counter,5,[On Play] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next turn.[Trigger] Activate this card's [On Play] effect.,Egghead/Seraphim
S-Bear,OP08-113,Character,Yellow,Special,null,4000,+1000 Counter,3,"[Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card and K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Egghead/Seraphim
S-Hawk,OP08-114,Character,Yellow,Slash,null,5000,+1000 Counter,4,"[DON!! x1] If you have less Life cards than your opponent, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +2000 power.[Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card.",Egghead/Seraphim
The Earth Will Not Lose!,OP08-115,Event,Yellow,null,null,null,,1,"[Counter] If your Leader has the{Shandian Warrior}type, up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, play up to 1 [Upper Yard] from your hand.[Trigger] Draw 2 cards and trash 1 card from your hand.",Sky Island/Shandian Warrior
Burn Bazooka,OP08-116,Event,Yellow,null,null,null,,2,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, you may add 1 card from the top or bottom of your Life cards to your hand. If you do, add up to 1{Shandian Warrior}type card from your hand to the top of your Life cards face-up.",Sky Island/Shandian Warrior
Burn Blade,OP08-117,Event,Yellow,null,null,null,,5,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 7 or less.[Trigger] You may add 1 card from the top of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,Sky Island/Shandian Warrior
Silvers Rayleigh,OP08-118,Character,Red,Slash,null,8000,,8,"[On Play] Select up to 2 of your opponent's Characters, and give 1 Character −3000 power and the other −2000 power until the end of your opponent's next turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.",Former Roger Pirates
Kaido & Linlin,OP08-119,Character,Purple,Strike/Special,null,12000,,10,"[When Attacking] DON!! −10: K.O. all Characters other than this Character. Then, add up to 1 card from the top of your deck to the top of your Life cards and trash up to 1 card from the top of your opponent's Life cards.",The Four Emperors/Animal Kingdom Pirates/Big Mom Pirates
Shanks,OP09-001,Leader,Red,Slash,5,5000,,null,[Once Per Turn] This effect can be activated when your opponent attacks. Give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.,The Four Emperors/Red-Haired Pirates
Shachi & Penguin,OP09-003,Character,Red,Ranged,null,5000,+1000 Counter,4,[When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,Heart Pirates
Shanks,OP09-004,Character,Red,Slash,null,12000,,10,Give all of your opponent's Characters −1000 power.[Rush](This card can attack on the turn in which it is played.),The Four Emperors/Red-Haired Pirates
Silvers Rayleigh,OP09-005,Character,Red,Slash,null,6000,+1000 Counter,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your opponent has 2 or more Characters with a base power of 5000 or more, draw 2 cards and trash 1 card from your hand.",Roger Pirates
Howling Gab,OP09-006,Character,Red,Special,null,7000,+1000 Counter,5,null,Red-Haired Pirates
Heat,OP09-007,Character,Red,Special,null,4000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Up to 1 of your Leader with 4000 power or less gains +1000 power during this turn.",Kid Pirates
Building Snake,OP09-008,Character,Red,Slash,null,2000,,1,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.,Red-Haired Pirates
Benn.Beckman,OP09-009,Character,Red,Ranged,null,7000,+1000 Counter,7,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.,Red-Haired Pirates
Bonk Punch,OP09-010,Character,Red,Strike,null,5000,+1000 Counter,4,[On Play] Play up to 1 [Monster] from your hand.[DON!! x1] [When Attacking] This Character gains +2000 power during this turn.,Red-Haired Pirates
Hongo,OP09-011,Character,Red,Strike,null,3000,+2000 Counter,3,"[Activate: Main] You may rest this Character: If your Leader has the{Red-Haired Pirates}type, give up to 1 of your opponent's Characters −2000 power during this turn.",Red-Haired Pirates
Monster,OP09-012,Character,Red,Strike,null,4000,+1000 Counter,3,"If your Character [Bonk Punch] would be K.O.'d by an effect, you may trash this Character instead.",Animal/Red-Haired Pirates
Yasopp,OP09-013,Character,Red,Ranged,null,6000,+1000 Counter,5,[On Play] Up to 1 of your Leader gains +1000 power until the end of your opponent's next turn.[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.,Red-Haired Pirates
Limejuice,OP09-014,Character,Red,Special,null,3000,+2000 Counter,3,[On Play] Your opponent cannot activate up to 1 [Blocker] Character that has 4000 power or less during this turn.,Red-Haired Pirates
Lucky.Roux,OP09-015,Character,Red,Ranged,null,5000,+1000 Counter,4,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] If your Leader has the{Red-Haired Pirates}type, K.O. up to 1 of your opponent's Characters with a base power of 6000 or less.",Red-Haired Pirates
Rockstar,OP09-016,Character,Red,Slash,null,6000,+1000 Counter,4,null,Red-Haired Pirates
Wire,OP09-017,Character,Red,Slash,null,4000,+2000 Counter,4,"[DON!! x1] If your Leader has 7000 power or more and the{Kid Pirates}type, this Character gains [Rush].",Kid Pirates
Get Out of Here!,OP09-018,Event,Red,null,null,null,,3,[Main] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,Red-Haired Pirates
Nobody Hurts a Friend of Mine!!!!,OP09-019,Event,Red,null,null,null,,2,"[Main] If your Leader has the{Red-Haired Pirates}type, give up to 1 of your opponent's Characters −3000 power during this turn. Then, if your opponent has a Character with 5000 or more power, draw 1 card.[Trigger] Draw 1 card.",Red-Haired Pirates
Come On!! We'll Fight You!!,OP09-020,Event,Red,null,null,null,,1,"[Main] Look at 5 cards from the top of your deck; reveal up to 1{Red-Haired Pirates}type card other than [Come On!! We'll Fight You!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Trigger] Draw 1 card.",The Four Emperors/Red-Haired Pirates
Red Force,OP09-021,Stage,Red,null,null,null,,2,"[Activate: Main] You may rest this Stage: If your Leader has the{Red-Haired Pirates}type, give up to 1 of your opponent's Characters −1000 power during this turn.",Red-Haired Pirates
Lim,OP09-022,Leader,Green/Purple,Wisdom,4,5000,,null,"Your Character cards are played rested.[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and rest it, and play up to 1{ODYSSEY}type Character card with a cost of 5 or less from your hand.",ODYSSEY
Adio,OP09-023,Character,Green,Special,null,9000,,9,"[On Play] If your Leader has the{ODYSSEY}type, set up to 3 of your DON!! cards as active.[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Up to 1 of your Leader or Character cards gains +2000 power during this battle.",ODYSSEY
Usopp,OP09-024,Character,Green,Ranged,null,5000,+1000 Counter,4,"[On Play] If you have 2 or more rested Characters, draw 2 cards and trash 2 cards from your hand.",ODYSSEY/Straw Hat Crew
Crocodile,OP09-025,Character,Green,Special,null,5000,+1000 Counter,4,"If your Leader has the{ODYSSEY}type, this Character cannot be K.O.'d in battle by Leaders.",ODYSSEY/The Seven Warlords of the Sea/Baroque Works
Sakazuki,OP09-026,Character,Green,Special,null,7000,,6,"[On Play] If you have 2 or more rested Characters, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",ODYSSEY/Navy
Sabo,OP09-027,Character,Green,Special,null,6000,+1000 Counter,5,"[When Attacking] [Once Per Turn] If you have 3 or more rested Characters, draw 1 card.",ODYSSEY/Revolutionary Army
Sanji,OP09-028,Character,Green,Strike,null,6000,+1000 Counter,5,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1{ODYSSEY}or{Straw Hat Crew}type Character card with a cost of 4 or less from your trash rested.,ODYSSEY/Straw Hat Crew
Tony Tony.Chopper,OP09-029,Character,Green,Strike,null,4000,+1000 Counter,3,[End of Your Turn] Set up to 1 of your{ODYSSEY}type Characters with a cost of 4 or less as active.,ODYSSEY/Animal/Straw Hat Crew
Trafalgar Law,OP09-030,Character,Green,Slash,null,4000,+1000 Counter,3,[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1{ODYSSEY}type Character card with a cost of 3 or less other than [Trafalgar Law] from your hand.,ODYSSEY/Supernovas/Heart Pirates
Donquixote Doflamingo,OP09-031,Character,Green,Special,null,6000,+1000 Counter,5,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested Characters, set this Character as active.",ODYSSEY/The Seven Warlords of the Sea/Donquixote Pirates
Donquixote Rosinante,OP09-032,Character,Green,Special,null,4000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] Set this Character as active.",ODYSSEY/Navy/Donquixote Pirates
Nico Robin,OP09-033,Character,Green,Strike,null,5000,+1000 Counter,4,"[On Play] If you have 2 or more rested Characters, none of your{ODYSSEY}or{Straw Hat Crew}type Characters can be K.O.'d by effects until the end of your opponent's next turn.",ODYSSEY/Straw Hat Crew
Perona,OP09-034,Character,Green,Special,null,2000,+2000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Dracule Mihawk] or{Thriller Bark Pirates}type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand.",Muggy Kingdom/Thriller Bark Pirates
